datetime,value
2020-11-01 01:04:17+01:00,210.0
2020-11-01 01:04:20+01:00,214.0
2020-11-01 01:04:23+01:00,215.0
2020-11-01 01:04:27+01:00,211.0
2020-11-01 01:04:30+01:00,212.0
2020-11-01 01:04:34+01:00,214.0
2020-11-01 01:04:37+01:00,213.0
2020-11-01 01:04:40+01:00,212.0
2020-11-01 01:04:44+01:00,215.0
2020-11-01 01:04:47+01:00,215.0
2020-11-01 01:04:51+01:00,210.0
2020-11-01 01:04:54+01:00,213.0
2020-11-01 01:04:57+01:00,214.0
2020-11-01 01:05:01+01:00,209.0
2020-11-01 01:05:04+01:00,238.0
2020-11-01 01:05:07+01:00,237.0
2020-11-01 01:05:10+01:00,239.0
2020-11-01 01:05:13+01:00,242.0
2020-11-01 01:05:16+01:00,241.0
2020-11-01 01:05:19+01:00,239.0
2020-11-01 01:05:22+01:00,239.0
2020-11-01 01:05:25+01:00,235.0
2020-11-01 01:05:28+01:00,227.0
2020-11-01 01:05:31+01:00,229.0
2020-11-01 01:05:34+01:00,231.0
2020-11-01 01:05:38+01:00,227.0
2020-11-01 01:05:41+01:00,226.0
2020-11-01 01:05:44+01:00,229.0
2020-11-01 01:05:47+01:00,231.0
2020-11-01 01:05:50+01:00,232.0
2020-11-01 01:05:53+01:00,237.0
2020-11-01 01:05:56+01:00,235.0
2020-11-01 01:05:59+01:00,235.0
2020-11-01 01:06:02+01:00,235.0
2020-11-01 01:06:06+01:00,238.0
2020-11-01 01:06:09+01:00,235.0
2020-11-01 01:06:12+01:00,236.0
2020-11-01 01:06:15+01:00,235.0
2020-11-01 01:06:18+01:00,235.0
2020-11-01 01:06:21+01:00,236.0
2020-11-01 01:06:24+01:00,238.0
2020-11-01 01:06:27+01:00,239.0
2020-11-01 01:06:30+01:00,237.0
2020-11-01 01:06:33+01:00,236.0
2020-11-01 01:06:36+01:00,235.0
2020-11-01 01:06:39+01:00,236.0
2020-11-01 01:06:42+01:00,236.0
2020-11-01 01:06:45+01:00,238.0
2020-11-01 01:06:48+01:00,238.0
2020-11-01 01:06:51+01:00,237.0
2020-11-01 01:06:54+01:00,236.0
2020-11-01 01:06:57+01:00,236.0
2020-11-01 01:07:00+01:00,235.0
2020-11-01 01:07:04+01:00,238.0
2020-11-01 01:07:07+01:00,236.0
2020-11-01 01:07:10+01:00,235.0
2020-11-01 01:07:13+01:00,249.0
2020-11-01 01:07:16+01:00,274.0
2020-11-01 01:07:19+01:00,276.0
2020-11-01 01:07:22+01:00,277.0
2020-11-01 01:07:25+01:00,278.0
2020-11-01 01:07:28+01:00,275.0
2020-11-01 01:07:34+01:00,274.0
2020-11-01 01:07:37+01:00,274.0
2020-11-01 01:07:40+01:00,275.0
2020-11-01 01:07:43+01:00,277.0
2020-11-01 01:07:46+01:00,278.0
2020-11-01 01:07:49+01:00,276.0
2020-11-01 01:07:52+01:00,274.0
2020-11-01 01:07:55+01:00,274.0
2020-11-01 01:07:58+01:00,273.0
2020-11-01 01:08:01+01:00,274.0
2020-11-01 01:08:04+01:00,277.0
2020-11-01 01:08:07+01:00,277.0
2020-11-01 01:08:10+01:00,275.0
2020-11-01 01:08:13+01:00,274.0
2020-11-01 01:08:16+01:00,273.0
2020-11-01 01:08:19+01:00,273.0
2020-11-01 01:08:22+01:00,273.0
2020-11-01 01:08:25+01:00,276.0
2020-11-01 01:08:28+01:00,276.0
2020-11-01 01:08:31+01:00,276.0
2020-11-01 01:08:34+01:00,274.0
2020-11-01 01:08:37+01:00,273.0
2020-11-01 01:08:40+01:00,273.0
2020-11-01 01:08:43+01:00,274.0
2020-11-01 01:08:46+01:00,275.0
2020-11-01 01:08:49+01:00,276.0
2020-11-01 01:08:52+01:00,276.0
2020-11-01 01:08:55+01:00,274.0
2020-11-01 01:08:58+01:00,273.0
2020-11-01 01:09:01+01:00,273.0
2020-11-01 01:09:04+01:00,273.0
2020-11-01 01:09:07+01:00,275.0
2020-11-01 01:09:10+01:00,276.0
2020-11-01 01:09:13+01:00,277.0
2020-11-01 01:09:16+01:00,274.0
2020-11-01 01:09:19+01:00,273.0
2020-11-01 01:09:22+01:00,273.0
2020-11-01 01:09:25+01:00,273.0
2020-11-01 01:09:28+01:00,273.0
2020-11-01 01:09:31+01:00,276.0
2020-11-01 01:09:34+01:00,277.0
2020-11-01 01:09:37+01:00,275.0
2020-11-01 01:09:40+01:00,273.0
2020-11-01 01:09:43+01:00,273.0
2020-11-01 01:09:46+01:00,273.0
2020-11-01 01:09:49+01:00,273.0
2020-11-01 01:09:52+01:00,276.0
2020-11-01 01:09:55+01:00,276.0
2020-11-01 01:09:58+01:00,275.0
2020-11-01 01:10:01+01:00,274.0
2020-11-01 01:10:04+01:00,274.0
2020-11-01 01:10:07+01:00,273.0
2020-11-01 01:10:10+01:00,272.0
2020-11-01 01:10:13+01:00,276.0
2020-11-01 01:10:16+01:00,276.0
2020-11-01 01:10:19+01:00,275.0
2020-11-01 01:10:22+01:00,274.0
2020-11-01 01:10:25+01:00,273.0
2020-11-01 01:10:28+01:00,272.0
2020-11-01 01:10:31+01:00,273.0
2020-11-01 01:10:34+01:00,274.0
2020-11-01 01:10:37+01:00,276.0
2020-11-01 01:10:40+01:00,886.0
2020-11-01 01:10:43+01:00,396.0
2020-11-01 01:10:46+01:00,393.0
2020-11-01 01:10:49+01:00,393.0
2020-11-01 01:10:52+01:00,393.0
2020-11-01 01:10:55+01:00,393.0
2020-11-01 01:10:58+01:00,395.0
2020-11-01 01:11:01+01:00,396.0
2020-11-01 01:11:04+01:00,395.0
2020-11-01 01:11:07+01:00,393.0
2020-11-01 01:11:10+01:00,395.0
2020-11-01 01:11:13+01:00,393.0
2020-11-01 01:11:16+01:00,393.0
2020-11-01 01:11:19+01:00,395.0
2020-11-01 01:11:22+01:00,396.0
2020-11-01 01:11:25+01:00,395.0
2020-11-01 01:11:28+01:00,394.0
2020-11-01 01:11:31+01:00,393.0
2020-11-01 01:11:34+01:00,393.0
2020-11-01 01:11:37+01:00,393.0
2020-11-01 01:11:40+01:00,397.0
2020-11-01 01:11:43+01:00,397.0
2020-11-01 01:11:46+01:00,397.0
2020-11-01 01:11:49+01:00,395.0
2020-11-01 01:11:52+01:00,394.0
2020-11-01 01:11:55+01:00,393.0
2020-11-01 01:11:58+01:00,393.0
2020-11-01 01:12:01+01:00,396.0
2020-11-01 01:12:04+01:00,398.0
2020-11-01 01:12:07+01:00,397.0
2020-11-01 01:12:10+01:00,395.0
2020-11-01 01:12:13+01:00,393.0
2020-11-01 01:12:16+01:00,393.0
2020-11-01 01:12:19+01:00,392.0
2020-11-01 01:12:22+01:00,394.0
2020-11-01 01:12:25+01:00,395.0
2020-11-01 01:12:28+01:00,394.0
2020-11-01 01:12:31+01:00,392.0
2020-11-01 01:12:34+01:00,391.0
2020-11-01 01:12:37+01:00,390.0
2020-11-01 01:12:40+01:00,391.0
2020-11-01 01:12:43+01:00,392.0
2020-11-01 01:12:46+01:00,392.0
2020-11-01 01:12:49+01:00,390.0
2020-11-01 01:12:52+01:00,387.0
2020-11-01 01:12:55+01:00,387.0
2020-11-01 01:12:58+01:00,386.0
2020-11-01 01:13:01+01:00,386.0
2020-11-01 01:13:04+01:00,388.0
2020-11-01 01:13:07+01:00,389.0
2020-11-01 01:13:10+01:00,388.0
2020-11-01 01:13:13+01:00,386.0
2020-11-01 01:13:16+01:00,386.0
2020-11-01 01:13:19+01:00,385.0
2020-11-01 01:13:22+01:00,386.0
2020-11-01 01:13:25+01:00,388.0
2020-11-01 01:13:28+01:00,389.0
2020-11-01 01:13:31+01:00,388.0
2020-11-01 01:13:34+01:00,387.0
2020-11-01 01:13:37+01:00,385.0
2020-11-01 01:13:40+01:00,385.0
2020-11-01 01:13:43+01:00,385.0
2020-11-01 01:13:46+01:00,387.0
2020-11-01 01:13:49+01:00,388.0
2020-11-01 01:13:52+01:00,389.0
2020-11-01 01:13:55+01:00,386.0
2020-11-01 01:13:58+01:00,385.0
2020-11-01 01:14:01+01:00,384.0
2020-11-01 01:14:04+01:00,384.0
2020-11-01 01:14:07+01:00,385.0
2020-11-01 01:14:10+01:00,386.0
2020-11-01 01:14:13+01:00,387.0
2020-11-01 01:14:16+01:00,386.0
2020-11-01 01:14:19+01:00,384.0
2020-11-01 01:14:22+01:00,384.0
2020-11-01 01:14:25+01:00,384.0
2020-11-01 01:14:28+01:00,384.0
2020-11-01 01:14:31+01:00,387.0
2020-11-01 01:14:34+01:00,388.0
2020-11-01 01:14:37+01:00,386.0
2020-11-01 01:14:40+01:00,385.0
2020-11-01 01:14:43+01:00,384.0
2020-11-01 01:14:46+01:00,384.0
2020-11-01 01:14:49+01:00,385.0
2020-11-01 01:14:52+01:00,386.0
2020-11-01 01:14:55+01:00,387.0
2020-11-01 01:14:58+01:00,386.0
2020-11-01 01:15:01+01:00,271.0
2020-11-01 01:15:04+01:00,271.0
2020-11-01 01:15:07+01:00,269.0
2020-11-01 01:15:10+01:00,271.0
2020-11-01 01:15:13+01:00,273.0
2020-11-01 01:15:16+01:00,274.0
2020-11-01 01:15:19+01:00,235.0
2020-11-01 01:15:23+01:00,231.0
2020-11-01 01:15:26+01:00,234.0
2020-11-01 01:15:29+01:00,235.0
2020-11-01 01:15:32+01:00,235.0
2020-11-01 01:15:35+01:00,233.0
2020-11-01 01:15:38+01:00,232.0
2020-11-01 01:15:41+01:00,232.0
2020-11-01 01:15:44+01:00,232.0
2020-11-01 01:15:47+01:00,234.0
2020-11-01 01:15:50+01:00,235.0
2020-11-01 01:15:53+01:00,236.0
2020-11-01 01:15:57+01:00,232.0
2020-11-01 01:16:00+01:00,233.0
2020-11-01 01:16:03+01:00,236.0
2020-11-01 01:16:06+01:00,236.0
2020-11-01 01:16:09+01:00,233.0
2020-11-01 01:16:12+01:00,232.0
2020-11-01 01:16:15+01:00,232.0
2020-11-01 01:16:18+01:00,232.0
2020-11-01 01:16:21+01:00,233.0
2020-11-01 01:16:24+01:00,234.0
2020-11-01 01:16:27+01:00,229.0
2020-11-01 01:16:31+01:00,223.0
2020-11-01 01:16:34+01:00,225.0
2020-11-01 01:16:37+01:00,227.0
2020-11-01 01:16:40+01:00,228.0
2020-11-01 01:16:43+01:00,228.0
2020-11-01 01:16:47+01:00,223.0
2020-11-01 01:16:50+01:00,226.0
2020-11-01 01:16:53+01:00,228.0
2020-11-01 01:16:56+01:00,228.0
2020-11-01 01:16:59+01:00,226.0
2020-11-01 01:17:03+01:00,224.0
2020-11-01 01:17:06+01:00,227.0
2020-11-01 01:17:09+01:00,228.0
2020-11-01 01:17:12+01:00,226.0
2020-11-01 01:17:15+01:00,226.0
2020-11-01 01:17:19+01:00,224.0
2020-11-01 01:17:22+01:00,228.0
2020-11-01 01:17:25+01:00,228.0
2020-11-01 01:17:28+01:00,226.0
2020-11-01 01:17:31+01:00,224.0
2020-11-01 01:17:35+01:00,227.0
2020-11-01 01:17:38+01:00,228.0
2020-11-01 01:17:41+01:00,226.0
2020-11-01 01:17:44+01:00,225.0
2020-11-01 01:17:47+01:00,224.0
2020-11-01 01:17:51+01:00,225.0
2020-11-01 01:17:54+01:00,228.0
2020-11-01 01:17:57+01:00,226.0
2020-11-01 01:18:00+01:00,225.0
2020-11-01 01:18:03+01:00,225.0
2020-11-01 01:18:06+01:00,225.0
2020-11-01 01:18:10+01:00,224.0
2020-11-01 01:18:13+01:00,225.0
2020-11-01 01:18:16+01:00,225.0
2020-11-01 01:18:19+01:00,224.0
2020-11-01 01:18:22+01:00,226.0
2020-11-01 01:18:26+01:00,225.0
2020-11-01 01:18:29+01:00,224.0
2020-11-01 01:18:32+01:00,224.0
2020-11-01 01:18:35+01:00,225.0
2020-11-01 01:18:38+01:00,227.0
2020-11-01 01:18:42+01:00,223.0
2020-11-01 01:18:45+01:00,224.0
2020-11-01 01:18:48+01:00,224.0
2020-11-01 01:18:51+01:00,226.0
2020-11-01 01:18:54+01:00,228.0
2020-11-01 01:18:58+01:00,224.0
2020-11-01 01:19:01+01:00,224.0
2020-11-01 01:19:04+01:00,226.0
2020-11-01 01:19:07+01:00,227.0
2020-11-01 01:19:10+01:00,227.0
2020-11-01 01:19:14+01:00,223.0
2020-11-01 01:19:17+01:00,225.0
2020-11-01 01:19:20+01:00,226.0
2020-11-01 01:19:23+01:00,228.0
2020-11-01 01:19:26+01:00,227.0
2020-11-01 01:19:30+01:00,222.0
2020-11-01 01:19:33+01:00,227.0
2020-11-01 01:19:36+01:00,227.0
2020-11-01 01:19:39+01:00,228.0
2020-11-01 01:19:42+01:00,225.0
2020-11-01 01:19:46+01:00,224.0
2020-11-01 01:19:49+01:00,226.0
2020-11-01 01:19:52+01:00,228.0
2020-11-01 01:19:55+01:00,226.0
2020-11-01 01:19:58+01:00,224.0
2020-11-01 01:20:02+01:00,225.0
2020-11-01 01:20:05+01:00,229.0
2020-11-01 01:20:08+01:00,227.0
2020-11-01 01:20:11+01:00,225.0
2020-11-01 01:20:14+01:00,224.0
2020-11-01 01:20:18+01:00,227.0
2020-11-01 01:20:21+01:00,227.0
2020-11-01 01:20:24+01:00,226.0
2020-11-01 01:20:27+01:00,227.0
2020-11-01 01:20:30+01:00,225.0
2020-11-01 01:20:34+01:00,227.0
2020-11-01 01:20:37+01:00,226.0
2020-11-01 01:20:40+01:00,225.0
2020-11-01 01:20:43+01:00,224.0
2020-11-01 01:20:46+01:00,225.0
2020-11-01 01:20:49+01:00,225.0
2020-11-01 01:20:53+01:00,223.0
2020-11-01 01:20:56+01:00,224.0
2020-11-01 01:20:59+01:00,224.0
2020-11-01 01:21:02+01:00,224.0
2020-11-01 01:21:05+01:00,226.0
2020-11-01 01:21:09+01:00,222.0
2020-11-01 01:21:12+01:00,223.0
2020-11-01 01:21:15+01:00,227.0
2020-11-01 01:21:18+01:00,234.0
2020-11-01 01:21:21+01:00,235.0
2020-11-01 01:21:24+01:00,236.0
2020-11-01 01:21:27+01:00,235.0
2020-11-01 01:21:30+01:00,235.0
2020-11-01 01:21:34+01:00,236.0
2020-11-01 01:21:37+01:00,239.0
2020-11-01 01:21:40+01:00,237.0
2020-11-01 01:21:43+01:00,236.0
2020-11-01 01:21:46+01:00,236.0
2020-11-01 01:21:49+01:00,234.0
2020-11-01 01:21:52+01:00,209.0
2020-11-01 01:21:56+01:00,210.0
2020-11-01 01:21:59+01:00,208.0
2020-11-01 01:22:02+01:00,208.0
2020-11-01 01:22:06+01:00,211.0
2020-11-01 01:22:09+01:00,209.0
2020-11-01 01:22:13+01:00,207.0
2020-11-01 01:22:16+01:00,211.0
2020-11-01 01:22:20+01:00,206.0
2020-11-01 01:22:23+01:00,207.0
2020-11-01 01:22:26+01:00,208.0
2020-11-01 01:22:30+01:00,202.0
2020-11-01 01:22:33+01:00,209.0
2020-11-01 01:22:36+01:00,211.0
2020-11-01 01:22:40+01:00,211.0
2020-11-01 01:22:44+01:00,209.0
2020-11-01 01:22:46+01:00,209.0
2020-11-01 01:22:51+01:00,209.0
2020-11-01 01:22:54+01:00,209.0
2020-11-01 01:22:57+01:00,209.0
2020-11-01 01:23:01+01:00,210.0
2020-11-01 01:23:03+01:00,213.0
2020-11-01 01:23:07+01:00,209.0
2020-11-01 01:23:11+01:00,210.0
2020-11-01 01:23:15+01:00,210.0
2020-11-01 01:23:18+01:00,209.0
2020-11-01 01:23:21+01:00,208.0
2020-11-01 01:23:24+01:00,211.0
2020-11-01 01:23:28+01:00,209.0
2020-11-01 01:23:32+01:00,208.0
2020-11-01 01:23:34+01:00,212.0
2020-11-01 01:23:38+01:00,268.0
2020-11-01 01:23:42+01:00,335.0
2020-11-01 01:23:44+01:00,330.0
2020-11-01 01:23:48+01:00,330.0
2020-11-01 01:23:51+01:00,331.0
2020-11-01 01:23:54+01:00,332.0
2020-11-01 01:23:57+01:00,329.0
2020-11-01 01:24:00+01:00,328.0
2020-11-01 01:24:03+01:00,329.0
2020-11-01 01:24:05+01:00,330.0
2020-11-01 01:24:08+01:00,331.0
2020-11-01 01:24:11+01:00,332.0
2020-11-01 01:24:14+01:00,333.0
2020-11-01 01:24:18+01:00,330.0
2020-11-01 01:24:21+01:00,329.0
2020-11-01 01:24:23+01:00,329.0
2020-11-01 01:24:27+01:00,330.0
2020-11-01 01:24:29+01:00,332.0
2020-11-01 01:24:33+01:00,333.0
2020-11-01 01:24:35+01:00,333.0
2020-11-01 01:24:38+01:00,331.0
2020-11-01 01:24:41+01:00,331.0
2020-11-01 01:24:44+01:00,330.0
2020-11-01 01:24:48+01:00,332.0
2020-11-01 01:24:51+01:00,333.0
2020-11-01 01:24:53+01:00,334.0
2020-11-01 01:24:57+01:00,333.0
2020-11-01 01:24:59+01:00,331.0
2020-11-01 01:25:02+01:00,330.0
2020-11-01 01:25:05+01:00,330.0
2020-11-01 01:25:08+01:00,330.0
2020-11-01 01:25:12+01:00,331.0
2020-11-01 01:25:15+01:00,334.0
2020-11-01 01:25:17+01:00,332.0
2020-11-01 01:25:20+01:00,330.0
2020-11-01 01:25:23+01:00,328.0
2020-11-01 01:25:27+01:00,326.0
2020-11-01 01:25:29+01:00,327.0
2020-11-01 01:25:32+01:00,329.0
2020-11-01 01:25:35+01:00,329.0
2020-11-01 01:25:38+01:00,329.0
2020-11-01 01:25:41+01:00,326.0
2020-11-01 01:25:44+01:00,326.0
2020-11-01 01:25:47+01:00,325.0
2020-11-01 01:25:50+01:00,325.0
2020-11-01 01:25:53+01:00,327.0
2020-11-01 01:25:56+01:00,328.0
2020-11-01 01:25:59+01:00,327.0
2020-11-01 01:26:02+01:00,326.0
2020-11-01 01:26:05+01:00,326.0
2020-11-01 01:26:09+01:00,324.0
2020-11-01 01:26:11+01:00,324.0
2020-11-01 01:26:14+01:00,326.0
2020-11-01 01:26:17+01:00,327.0
2020-11-01 01:26:20+01:00,326.0
2020-11-01 01:26:23+01:00,325.0
2020-11-01 01:26:26+01:00,323.0
2020-11-01 01:26:30+01:00,323.0
2020-11-01 01:26:32+01:00,323.0
2020-11-01 01:26:35+01:00,325.0
2020-11-01 01:26:38+01:00,327.0
2020-11-01 01:26:41+01:00,327.0
2020-11-01 01:26:44+01:00,325.0
2020-11-01 01:26:47+01:00,323.0
2020-11-01 01:26:51+01:00,324.0
2020-11-01 01:26:53+01:00,323.0
2020-11-01 01:26:56+01:00,325.0
2020-11-01 01:26:59+01:00,326.0
2020-11-01 01:27:02+01:00,327.0
2020-11-01 01:27:05+01:00,324.0
2020-11-01 01:27:09+01:00,323.0
2020-11-01 01:27:11+01:00,323.0
2020-11-01 01:27:14+01:00,324.0
2020-11-01 01:27:17+01:00,325.0
2020-11-01 01:27:21+01:00,326.0
2020-11-01 01:27:23+01:00,327.0
2020-11-01 01:27:26+01:00,325.0
2020-11-01 01:27:29+01:00,323.0
2020-11-01 01:27:32+01:00,323.0
2020-11-01 01:27:35+01:00,323.0
2020-11-01 01:27:38+01:00,325.0
2020-11-01 01:27:41+01:00,326.0
2020-11-01 01:27:44+01:00,326.0
2020-11-01 01:27:47+01:00,324.0
2020-11-01 01:27:50+01:00,323.0
2020-11-01 01:27:53+01:00,323.0
2020-11-01 01:27:56+01:00,323.0
2020-11-01 01:27:59+01:00,325.0
2020-11-01 01:28:02+01:00,325.0
2020-11-01 01:28:05+01:00,212.0
2020-11-01 01:28:08+01:00,210.0
2020-11-01 01:28:11+01:00,209.0
2020-11-01 01:28:15+01:00,211.0
2020-11-01 01:28:18+01:00,212.0
2020-11-01 01:28:22+01:00,206.0
2020-11-01 01:28:25+01:00,209.0
2020-11-01 01:28:28+01:00,211.0
2020-11-01 01:28:32+01:00,207.0
2020-11-01 01:28:35+01:00,209.0
2020-11-01 01:28:39+01:00,211.0
2020-11-01 01:28:42+01:00,210.0
2020-11-01 01:28:46+01:00,208.0
2020-11-01 01:28:49+01:00,211.0
2020-11-01 01:28:52+01:00,212.0
2020-11-01 01:28:56+01:00,208.0
2020-11-01 01:28:59+01:00,209.0
2020-11-01 01:29:03+01:00,208.0
2020-11-01 01:29:06+01:00,208.0
2020-11-01 01:29:10+01:00,209.0
2020-11-01 01:29:13+01:00,212.0
2020-11-01 01:29:17+01:00,207.0
2020-11-01 01:29:20+01:00,209.0
2020-11-01 01:29:23+01:00,210.0
2020-11-01 01:29:27+01:00,208.0
2020-11-01 01:29:30+01:00,209.0
2020-11-01 01:29:34+01:00,212.0
2020-11-01 01:29:37+01:00,210.0
2020-11-01 01:29:41+01:00,208.0
2020-11-01 01:29:44+01:00,211.0
2020-11-01 01:29:48+01:00,207.0
2020-11-01 01:29:51+01:00,209.0
2020-11-01 01:29:54+01:00,208.0
2020-11-01 01:29:58+01:00,209.0
2020-11-01 01:30:01+01:00,208.0
2020-11-01 01:30:05+01:00,211.0
2020-11-01 01:30:08+01:00,210.0
2020-11-01 01:30:12+01:00,206.0
2020-11-01 01:30:15+01:00,207.0
2020-11-01 01:30:19+01:00,207.0
2020-11-01 01:30:22+01:00,208.0
2020-11-01 01:30:26+01:00,208.0
2020-11-01 01:30:29+01:00,210.0
2020-11-01 01:30:32+01:00,210.0
2020-11-01 01:30:36+01:00,206.0
2020-11-01 01:30:39+01:00,207.0
2020-11-01 01:30:43+01:00,207.0
2020-11-01 01:30:46+01:00,207.0
2020-11-01 01:30:50+01:00,209.0
2020-11-01 01:30:53+01:00,211.0
2020-11-01 01:30:57+01:00,205.0
2020-11-01 01:31:00+01:00,208.0
2020-11-01 01:31:04+01:00,208.0
2020-11-01 01:31:07+01:00,208.0
2020-11-01 01:31:10+01:00,207.0
2020-11-01 01:31:14+01:00,210.0
2020-11-01 01:31:17+01:00,209.0
2020-11-01 01:31:21+01:00,207.0
2020-11-01 01:31:24+01:00,210.0
2020-11-01 01:31:28+01:00,206.0
2020-11-01 01:31:31+01:00,207.0
2020-11-01 01:31:35+01:00,211.0
2020-11-01 01:31:38+01:00,209.0
2020-11-01 01:31:42+01:00,206.0
2020-11-01 01:31:45+01:00,211.0
2020-11-01 01:31:49+01:00,206.0
2020-11-01 01:31:52+01:00,207.0
2020-11-01 01:31:55+01:00,209.0
2020-11-01 01:31:59+01:00,209.0
2020-11-01 01:32:02+01:00,208.0
2020-11-01 01:32:06+01:00,210.0
2020-11-01 01:32:09+01:00,211.0
2020-11-01 01:32:13+01:00,207.0
2020-11-01 01:32:16+01:00,208.0
2020-11-01 01:32:20+01:00,207.0
2020-11-01 01:32:23+01:00,209.0
2020-11-01 01:32:26+01:00,209.0
2020-11-01 01:32:30+01:00,209.0
2020-11-01 01:32:33+01:00,210.0
2020-11-01 01:32:37+01:00,208.0
2020-11-01 01:32:40+01:00,210.0
2020-11-01 01:32:44+01:00,209.0
2020-11-01 01:32:47+01:00,208.0
2020-11-01 01:32:51+01:00,210.0
2020-11-01 01:32:54+01:00,211.0
2020-11-01 01:32:57+01:00,209.0
2020-11-01 01:33:01+01:00,209.0
2020-11-01 01:33:04+01:00,212.0
2020-11-01 01:33:08+01:00,207.0
2020-11-01 01:33:11+01:00,208.0
2020-11-01 01:33:15+01:00,211.0
2020-11-01 01:33:18+01:00,209.0
2020-11-01 01:33:22+01:00,208.0
2020-11-01 01:33:25+01:00,211.0
2020-11-01 01:33:28+01:00,211.0
2020-11-01 01:33:32+01:00,206.0
2020-11-01 01:33:35+01:00,209.0
2020-11-01 01:33:39+01:00,208.0
2020-11-01 01:33:42+01:00,208.0
2020-11-01 01:33:46+01:00,211.0
2020-11-01 01:33:49+01:00,211.0
2020-11-01 01:33:53+01:00,208.0
2020-11-01 01:33:56+01:00,208.0
2020-11-01 01:34:00+01:00,207.0
2020-11-01 01:34:03+01:00,209.0
2020-11-01 01:34:06+01:00,208.0
2020-11-01 01:34:10+01:00,209.0
2020-11-01 01:34:13+01:00,210.0
2020-11-01 01:34:17+01:00,208.0
2020-11-01 01:34:20+01:00,211.0
2020-11-01 01:34:24+01:00,208.0
2020-11-01 01:34:27+01:00,208.0
2020-11-01 01:34:31+01:00,210.0
2020-11-01 01:34:34+01:00,211.0
2020-11-01 01:34:37+01:00,209.0
2020-11-01 01:34:41+01:00,210.0
2020-11-01 01:34:44+01:00,212.0
2020-11-01 01:34:48+01:00,206.0
2020-11-01 01:34:51+01:00,208.0
2020-11-01 01:34:55+01:00,209.0
2020-11-01 01:34:58+01:00,209.0
2020-11-01 01:35:02+01:00,208.0
2020-11-01 01:35:05+01:00,212.0
2020-11-01 01:35:08+01:00,210.0
